ip,asn,asn_description,country,network_name
43.246.233.212,56132,"MONASHUNI-AU-AS-AP Monash University, AU",AU,MONASHUNI-AU
221.104.30.168,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
215.247.89.87,749,"DNIC-AS-00749, US",,DNIC-NET-215
182.96.26.18,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JX
198.164.34.248,NA,NA,,UNB-CIC
211.104.82.105,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
82.163.236.116,198781,"G3NS, GB",GB,G3NS-CLIENT-SRCL
23.241.171.85,20001,"TWC-20001-PACWEST, US",,RRWE
215.169.5.114,749,"DNIC-AS-00749, US",,DNIC-NET-215
158.123.142.135,14464,"RINET, US",,RI
142.15.136.101,808,"GONET-ASN-1, CA",,GOVER-10-NET1
118.52.115.192,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
174.156.209.249,NA,NA,,XX
195.214.214.99,29632,"NASSIST-AS, GI",UA,NETASSIST-NET
26.245.253.199,749,"DNIC-AS-00749, US",,DISANET26
205.240.172.140,174,"COGENT-174, US",,SPRINT-BLKF
223.80.210.119,24444,"CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited, CN",CN,CMNET
160.68.150.34,21293,"ASN-NRK NRK Autonomous System, NO",NO,NO-NRK-NO-19920101
70.169.35.250,22773,"ASN-CXA-ALL-CCI-22773-RDC, US",,NETBLK-PH-CBS-70-169-34-0
125.149.135.2,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
198.168.199.184,NA,NA,,C-MARCONI-4
203.77.162.62,NA,NA,AU,KDDIHLICO
191.199.166.243,26599,"TELEFONICA BRASIL S.A, BR",BR,216344
144.116.61.138,NA,NA,,BOE-RING5
207.74.178.182,237,"MERIT-AS-14, US",,MICH-120
160.137.228.162,721,"DNIC-ASBLK-00721-00726, US",,DISA-CSD-0
186.227.51.131,53162,"VOIPGLOBE SERVICOS DE COM MULTIMIDIA VIA INTERNET, BR",BR,338114
138.138.121.53,5972,"DNIC-ASBLK-05800-06055, US",,CERNERBLOCK
97.231.114.205,22394,"CELLCO, US",,WIRELESSDATANETWORK
151.23.7.113,1267,"ASN-WINDTRE IUNET, IT",IT,WIND
122.1.72.194,4713,"OCN NTT Communications Corporation, JP",JP,OCN-CIDR-BLK-JP
206.81.119.36,23316,"BAI-IP-SERVICES, US",,BAI-SWIP-258
223.77.67.171,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
147.225.58.209,701,"UUNET, US",,ADVANCED-NET
58.150.109.105,3786,"LGDACOM LG DACOM Corporation, KR",KR,BORANET-KR
222.135.170.184,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-SD
129.27.251.50,1113,"TUGNET Technische Universitaet Graz, AT",AT,TUGNET
165.176.190.142,NA,NA,,COVA-BLK-1
196.15.182.184,5713,"SAIX-NET, ZA",ZA,ORG-TSL2-AFRINIC
223.178.62.52,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,BHARTI-MO-IN
216.194.165.47,22611,"INMOTION, US",,IMH-216-194-160
9.236.94.92,NA,NA,,IBM
5.130.21.173,31200,"NTK IPv6 customers, RU",RU,RU-NTK-20120629
209.35.109.14,33059,"MOMENTUM33059, US",,MOMEN-5
157.54.190.93,3598,"MICROSOFT-CORP-AS, US",,MSFT-GFS
202.77.249.216,9925,"HKTDCS-AS-AP VDC Powerbase Hong Kong Data Centers Limited, HK",HK,POWERBASE-HK
203.138.119.104,2514,"INFOSPHERE NTT PC Communications, Inc., JP",JP,SUITE-NET
15.103.140.79,16509,"AMAZON-02, US",,AMAZO-4
47.167.43.52,5650,"FRONTIER-FRTR, US",,FCC-212
66.5.156.131,NA,NA,,TEN-NASH-2BL
174.152.36.111,NA,NA,,XX
182.180.214.135,17557,"PKTELECOM-AS-PK Pakistan Telecommunication Company Limited, PK",PK,PTCL
194.247.229.20,9105,"TISCALI-UK TalkTalk Communications Limited, GB",GB,OPA004-410749
83.13.31.24,5617,"TPNET, PL",PL,CUSTOMER-IDSL-084322
203.99.154.179,38903,"AUSTUNITY-AS-AP Australian Unity Limited, AU",AU,AUSTUNITY-AU
209.59.122.35,11139,"CWC-ROC-11139, DM",,CWAG-209-59-122-0
133.239.74.222,NA,NA,JP,JPNIC-NET-JP-ERX
112.252.217.32,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-SD
78.158.131.42,16229,"PRIMETEL Telecommunications Company, CY",CY,PRIMEHOME-3
137.91.17.184,NA,NA,,APS
165.202.115.141,17759,"CLPPOWER-AS-AP CLP Power Hong Kong Limited, HK",HK,HONGKONG-CLP
16.203.139.115,20115,"CHARTER-20115, US",,CC04
214.137.197.12,749,"DNIC-AS-00749, US",,DNIC-NET-214
189.160.3.204,8151,"UNINET, MX",,189.160.3.0 - 189.160.3.255
179.165.229.164,26599,"TELEFONICA BRASIL S.A, BR",BR,197629
46.20.164.219,16347,"INHERENT, FR",FR,ADISTA-HOSTING
66.242.108.91,812,"ROGERS-COMMUNICATIONS, CA",,ROGERS-COM-SDV
113.209.67.79,NA,NA,CN,VOLCANO-ENGINE
64.90.34.251,26347,"DREAMHOST-AS, US",,DREAMHOST-BLK10
223.176.161.172,45609,"BHARTI-MOBILITY-AS-AP Bharti Airtel Ltd. AS for GPRS Service, IN",IN,NOIDA-DELHI-NCR
35.200.43.197,396982,"GOOGLE-CLOUD-PLATFORM, US",,GOOGLE-CLOUD
77.51.165.13,12389,"ROSTELECOM-AS PJSC Rostelecom. Technical Team, RU",RU,MACROREGIONAL_CENTER
59.17.190.204,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
101.147.145.137,NA,NA,CN,CTTNET
203.140.70.31,17511,"OPTAGE OPTAGE Inc., JP",JP,K-Opticom-CIDR-BLK-JP
200.134.160.249,10881,"FUNPAR - Fundacao da UFPR para o DCTC, BR",BR,2579
15.178.165.17,16509,"AMAZON-02, US",,AMAZO-4
223.222.145.250,17849,"SKB-GINAMHANVIT-AS-KR SK Broadband Co Ltd, KR",KR,broadNnet-KR
211.108.221.90,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
123.25.64.139,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
74.144.203.167,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-20060628
125.207.166.57,4713,"OCN NTT Communications Corporation, JP",JP,OCN
223.119.15.156,58807,"CMI-INT-AS China Mobile International Limited, HK",HK,CMI-INT-AS-AP
12.38.240.126,7018,"ATT-INTERNET4, US",,ATT
221.8.90.15,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-JL
54.119.246.104,NA,NA,GB,UK-MICROSOFT-19920317
35.223.207.95,396982,"GOOGLE-CLOUD-PLATFORM, US",,GOOGLE-CLOUD
148.162.14.133,16509,"AMAZON-02, US",,AT-88-Z
22.225.199.222,749,"DNIC-AS-00749, US",,DNIC-SNET-022
63.107.10.126,20472,"SYNN, US",,UU-63-107-10
118.240.44.136,2527,"SO-NET Sony Network Communications Inc., JP",JP,SO-NET
115.181.106.136,NA,NA,CN,VOLCANO-ENGINE
64.253.57.145,51048,"NEXT-CONNEX, GB",GB,UK-NEXT-CONNEX-20010117
67.122.241.42,7018,"ATT-INTERNET4, US",,SBC067122241040021114
166.1.42.86,19437,"SS-ASH, US",,ACE-NETWORK-10
30.167.205.197,749,"DNIC-AS-00749, US",,DNIC-NET-030
202.190.61.246,9930,"TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia, MY",MY,TTDOTCOM-MY
39.37.8.14,17557,"PKTELECOM-AS-PK Pakistan Telecommunication Company Limited, PK",PK,PTCLBB-PK
171.149.128.99,NA,NA,,BAC-171-128-0-0-1
141.80.125.37,210482,"AS_MDCBLN, DE",DE,MDC-BERLIN
149.174.19.203,NA,NA,,AOL-149BLK
196.91.110.99,6713,"IAM-AS, MA",MA,ORG-ONdP1-AFRINIC
107.6.162.195,32475,"SINGLEHOP-LLC, US",,SINGLEHOP-BV
109.203.152.153,197207,"MCCI-AS, IR",IR,IR-MCCI-20230415
9.254.234.252,NA,NA,,IBM
102.83.120.186,37075,"ZAINUGAS, UG",UG,
200.157.76.92,26615,"TIM SA, BR",BR,24258
141.73.116.112,NA,NA,DE,DE-SIEMENS-19921008
170.76.65.8,NA,NA,,JMC-39
157.175.2.58,16509,"AMAZON-02, US",,AMAZON-BAH
189.218.160.133,11888,"Television Internacional, S.A. de C.V., MX",,189.218.0.0 - 189.218.255.255
108.20.62.180,701,"UUNET, US",,VIS-BLOCK
205.226.31.194,3356,"LEVEL3, US",,NETBLK-IPSILON1
185.106.112.75,57389,"ZT-, HU",HU,HU-ZNETTELEKOM-20161018
207.249.222.156,NA,NA,,207.249.192.0 - 207.249.223.255
115.3.174.22,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
95.239.231.190,3269,"ASN-IBSNAZ, IT",IT,ALICE-SMART
168.8.6.126,3480,"PEACHNET-AS3480, US",,GDOENET
201.99.20.95,8151,"UNINET, MX",,201.96.0.0 - 201.111.255.255
223.184.17.3,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,CHANDIVALI-MUMBAI-MUMBAI
152.202.225.129,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,152.200.0.0 - 152.203.255.255
100.207.141.38,21928,"T-MOBILE-AS21928, US",,CORE2
210.209.3.147,7656,"TWNAP-ADMIN-AS-AP Taiwan Network Access Point, TW",TW,SAVECOM-NET
106.136.44.84,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
198.117.185.198,297,"AS297, US",,NETBLK-NSI
131.197.156.229,19773,"MOTOROLA-SOLUTIONS, US",,MSI-SECNET
212.76.191.198,12685,"SIBITEX Sibitex LLC, RU",RU,SIBITEX-PPPOE-NET1
180.185.36.52,NA,NA,CN,VOLCANO-ENGINE
200.189.213.233,3549,"LVLT-3549, US",BR,136
20.180.109.115,NA,NA,,MSFT
124.95.143.83,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
84.108.30.119,8551,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",IL,BEZEQINT
166.218.146.68,20057,"ATT-MOBILITY-LLC-AS20057, US",,AEL-360
85.25.46.191,29066,"VELIANET-AS velia.net Internetdienste GmbH, DE",DE,DE-VELIANET1-20050301
181.191.149.134,267438,"TECNOLINS COMERCIO SERVICOS TELECOMUNICACOES LTDA, BR",BR,314655
210.87.105.200,149446,"FIRMUSGRID-AS-AP Firmus Grid, AU",SG,FMTSPL-SG
214.226.76.55,749,"DNIC-AS-00749, US",,DNIC-NET-214
100.178.197.167,21928,"T-MOBILE-AS21928, US",,CORE2
145.114.197.29,NA,NA,NL,SURFNET-BLOCKB110
52.64.148.217,16509,"AMAZON-02, US",,AT-88-Z
159.78.115.26,NA,NA,,CENTURYLINK-LEGACY-CENTURYTEL-INTERNAL-SPA-IT
212.125.79.125,8426,"CLARANET-AS ClaraNET LTD, GB",GB,UK-CLARANET-990215
136.232.216.113,55836,"RELIANCEJIO-IN Reliance Jio Infocomm Limited, IN",IN,RELIANCEJIO-IN
160.49.13.5,NA,NA,DE,BMW-NET
77.145.186.33,15557,"LDCOMNET --- I3Dnet ---, FR",FR,SFR-USER-DATA
200.40.56.167,6057,"Administracion Nacional de Telecomunicaciones, UY",,200.40.0.0 - 200.40.127.255
212.234.119.106,3215,"France Telecom - Orange, FR",FR,FR-TELECOM-980416
198.82.150.80,1312,"VA-TECH-AS, US",,VPI-BLK
24.83.38.70,6327,"SHAW, CA",,SHAW-COMM
85.124.39.16,8412,"TMA Magenta Telekom, AT",AT,Space-Markus-Boehm
123.32.44.151,6619,"SAMSUNGSDS-AS-KR SamsungSDS Inc., KR",KR,SAMSUNGSDS-KR
51.90.49.123,16509,"AMAZON-02, US",US,A100-ROW-Inc
190.216.16.156,3549,"LVLT-3549, US",,190.216.0.0 - 190.216.31.255
167.131.54.160,1798,"OREGON, US",,OR-GOV
22.18.31.250,749,"DNIC-AS-00749, US",,DNIC-SNET-022
81.114.224.206,3269,"ASN-IBSNAZ, IT",IT,COOPERATIVASOCIALESERVIZIASSOC
99.202.118.42,16509,"AMAZON-02, US",,AMAZO-4
38.92.45.92,174,"COGENT-174, US",,COGENT-A
32.184.225.236,NA,NA,,AMAZO-4
95.41.213.224,16509,"AMAZON-02, US",,AMAZON-HKG
44.114.63.14,7377,"UCSD, US",,AMPRNET
200.245.136.239,4230,"CLARO S.A., BR",BR,165
149.168.206.155,6559,"NCIH, US",,NC-GOV
38.188.141.82,54936,"WGL-107-ZONA-WYYERD, US",,WYYERD-CGNT-NET-7
200.159.236.203,23002,"Telmex do Brasil Ltda., BR",BR,49797
8.69.61.205,3356,"LEVEL3, US",,LVLT-ORG-8-8
97.234.252.160,22394,"CELLCO, US",,WIRELESSDATANETWORK
168.123.0.255,395400,"UNIVERSITY-GUAM, GU",,UNIVERSITY-OF-GUAM
46.47.154.153,30764,"PODA-AS, CZ",CZ,PODA-STATIC-ID774871552-NET
189.139.107.45,8151,"UNINET, MX",,189.139.107.0 - 189.139.107.255
171.232.19.194,7552,"VIETEL-AS-AP Viettel Group, VN",VN,VIETTEL-VN
175.227.60.25,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
220.230.200.215,9457,"DREAMX-AS DREAMLINE CO., KR",KR,DREAMX-KR
54.20.125.240,16509,"AMAZON-02, US",,AMAZO-4
17.24.169.239,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
192.234.22.133,NA,NA,,DIALOGO3
57.117.3.166,714,"APPLE-ENGINEERING, US",US,NET_57_112
164.179.82.217,NA,NA,,RFT
192.8.134.202,36224,"HCLTA94085, US",,HCLTMASS1
142.48.80.115,NA,NA,,ONTARIO-HYDRO
21.215.134.78,749,"DNIC-AS-00749, US",,DNIC-SNET-021
137.160.62.159,16509,"AMAZON-02, US",,AMAZO-4
134.138.189.61,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19890609
5.10.21.98,60610,"EVEREST-AS, GB",GB,Customer-Services
120.119.187.67,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,TANET-NET
24.220.250.116,11232,"MIDCO-NET, US",,NET-24-220-250-0-23-DHCP
139.203.200.138,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SC
149.194.237.68,NA,NA,GB,BP-NET
194.155.214.163,NA,NA,GB,UK-NHS-950424
134.145.245.166,NA,NA,NL,SHELL-NET-134-145
119.111.158.125,9299,"IPG-AS-AP Philippine Long Distance Telephone Company, PH",PH,PDSI
67.148.228.180,209,"CENTURYLINK-US-LEGACY-QWEST, US",,67-144-0-0-14
97.46.115.231,22394,"CELLCO, US",,WIRELESSDATANEWORK
122.253.191.35,2510,"INFOWEB FUJITSU LIMITED, JP",JP,NIFCLOUD-SRV
197.100.232.71,3741,"IS, ZA",ZA,ORG-DD1-AFRINIC
99.171.170.222,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
215.167.23.245,749,"DNIC-AS-00749, US",,DNIC-NET-215
211.92.109.59,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM
211.136.36.18,56048,"CMNET-BEIJING-AP China Mobile Communicaitons Corporation, CN",CN,CMNET-beijing
215.89.10.130,749,"DNIC-AS-00749, US",,DNIC-NET-215
189.106.135.178,7738,"V tal, BR",,GCSA-20
117.201.227.69,9829,"BSNL-NIB National Internet Backbone, IN",IN,BB-Multiplay
180.34.128.47,4713,"OCN NTT Communications Corporation, JP",JP,OCN
22.155.183.166,749,"DNIC-AS-00749, US",,DNIC-SNET-022
76.252.147.17,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
210.245.96.119,18403,"FPT-AS-AP FPT Telecom Company, VN",VN,FPT-STATICIP-NET
20.48.91.198,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
204.173.203.186,NA,NA,,ESLAC-EDS
111.154.177.229,NA,NA,CN,NorthStar
157.128.242.144,9893,"DSE-VIC-GOV-AS Cenitex, AU",AU,CENITEX-AU
196.97.238.187,33771,"SAFARICOM-LIMITED, KE",KE,
221.105.87.192,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
160.92.41.44,8677,"WORLDLINE, FR",FR,WORLDLINE-FRANCE
39.166.222.65,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
31.89.41.122,NA,NA,IE,IE-MONGODB-20101125
80.122.45.70,8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",AT,ELISKASEARMI-HWY-AT
47.26.42.109,20115,"CHARTER-20115, US",,CC04
11.57.154.181,749,"DNIC-AS-00749, US",,DODIIS
60.53.52.202,4788,"TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY",MY,ADSL-STREAMYX
53.215.3.23,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
185.120.148.3,60254,"GLS-IT-SERVICE-AS, DE",DE,GLS-DE
14.176.23.50,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
26.77.114.127,749,"DNIC-AS-00749, US",,DISANET26
206.175.210.50,NA,NA,,UUNET-HIL-BLK2
222.234.12.181,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
35.129.76.234,20115,"CHARTER-20115, US",,CC04
146.69.197.144,NA,NA,,LHMC
97.71.88.244,33363,"BHN-33363, US",,BHN-CPE-1
166.12.230.241,NA,NA,CH,CSG
197.106.136.105,NA,NA,ZA,ORG-CC2-AFRINIC
202.78.220.83,NA,NA,JP,NTTSMC-CIDR-BLK-JP
218.71.28.215,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-ZJ-WZ
181.61.21.220,10620,"Telmex Colombia S.A., CO",,181.56.0.0 - 181.63.255.255
216.151.176.203,NA,NA,,AMAZO-4
218.220.3.215,9617,"ZAQ JCOM Co., Ltd., JP",JP,JCOM-NET
165.137.107.187,7922,"COMCAST-7922, US",,CCC-NET2
41.7.135.215,29975,"VODACOM-, ZA",ZA,
141.252.210.27,1103,"SURFNET-NL SURFnet, The Netherlands, NL",NL,NHLNET
148.210.179.252,2904,"Universidad Autonoma De Ciudad Juarez, MX",,148.210.0.0 - 148.210.255.255
138.91.125.24,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MICROSOFT
158.254.169.53,16509,"AMAZON-02, US",,AMAZO-4
44.85.87.58,7377,"UCSD, US",,AMPRNET
202.184.125.124,9930,"TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia, MY",MY,TTDOTCOM-MY
151.45.130.127,1267,"ASN-WINDTRE IUNET, IT",IT,WIND-EX-IUNET
88.110.246.211,16509,"AMAZON-02, US",,AMAZO-4
45.54.202.197,10405,"UPRR-ASN-01, US",,UPRR-IPV4-07
216.148.155.185,7018,"ATT-INTERNET4, US",,CERFNET-BLK-4
196.227.189.150,37492,"ORANGE-, TN",TN,
131.217.71.163,7573,"UTAS The University of Tasmania, AU",AU,TASUNI-NET
186.247.13.207,7738,"V tal, BR",,NET-186-247-0-0-20
217.47.20.90,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-MIDBAND
222.225.104.135,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-CIDR-BLK-JP
204.207.30.73,NA,NA,,SPRINT-MRN-1
217.161.139.228,1273,"CW Vodafone Group PLC, EU",GB,CW-AOLCWCUKNET-NET
49.218.184.188,24158,"TAIWANMOBILE-AS Taiwan Mobile Co., Ltd., TW",TW,TFN-NET
212.116.20.162,61157,"PLUSSERVER-ASN1, DE",DE,NEXINTO-NET
70.96.211.56,400241,"SSI-PHYSEC-01, US",,ELI-NETWORK-ELIX
33.240.86.159,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
116.20.27.216,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
98.110.22.56,701,"UUNET, US",,VIS-BLOCK
8.130.134.134,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ALICLOUD
162.207.21.29,7018,"ATT-INTERNET4, US",,SIS-80-8-3-13
222.126.98.158,7629,"EPLDT-AS-AP 5F L.V. Locsin Bldg, PH",PH,ePLDT
121.105.46.241,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
168.239.240.83,NA,NA,,AMERIDATA-B
214.216.232.224,749,"DNIC-AS-00749, US",,DNIC-NET-214
196.230.131.205,37492,"ORANGE-, TN",TN,
223.4.31.0,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ALISOFT
110.125.193.143,NA,NA,CN,CTTNET
192.153.20.91,NA,NA,,GTE-ROCK1
216.62.223.138,7018,"ATT-INTERNET4, US",,SBCIS37535
85.217.182.125,25369,"BANDWIDTH-AS, GB",CH,Fuse_Hostingweb-NET
182.205.81.124,17799,"CHINATELECOM-LN-AS-AP asn for Liaoning Provincial Net of CT, CN",CN,CHINANET-LN
220.121.136.73,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
42.64.187.151,NA,NA,TW,EMOME-NET
84.173.109.247,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL20
196.42.71.170,36982,"UCT, ZA",ZA,ORG-UCT1-AFRINIC
195.204.141.103,2116,"GLOBALCONNECT-, NO",NO,AS2116-CUSTOMERNET-1952041410
198.138.0.189,2914,"NTT-DATA-2914, US",,NTTA-198-138
33.139.141.253,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
12.142.123.14,7018,"ATT-INTERNET4, US",,ATTSVC-12-142-112-0-NEW-YORK
164.80.104.63,9880,"NEXTGENNET-AS1-AU-AP NextGen.Net Pty Ltd, North Sydney, AU",AU,NEXTGEN
4.60.151.115,3356,"LEVEL3, US",,LVLT-ORG-4-8
195.66.122.106,NA,NA,DE,DUNLOP-NET
220.101.187.40,NA,NA,AU,OPTUSCOM-AU
194.40.129.25,NA,NA,CH,OID-BLOCK-64
219.84.215.37,18182,"SONET-TW Sony Network Taiwan Limited, TW",TW,SONET-NET
202.241.77.62,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,SINET-CIDR-BLK-JP
36.34.126.229,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-AH
100.54.23.52,16509,"AMAZON-02, US",,AMAZO-4
212.176.252.138,2854,"ROSPRINT-AS, RU",RU,INFOSERVICE-SPB-NET
2.134.24.119,9198,"KAZTELECOM-AS, KZ",KZ,GPON_FTTH_SERVICES
163.84.155.16,NA,NA,FR,FR-ENEDIS
223.221.208.138,140061,"CHINANET-QINGHAI-AS-AP Qinghai Telecom, CN",CN,CHINANET-QH
99.42.146.202,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
28.213.180.178,749,"DNIC-AS-00749, US",,DNIC-NET-028
197.83.117.73,10474,"OPTINET, ZA",,ORG-DD1-AFRINIC
205.63.234.76,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
162.122.46.194,NA,NA,,162.122.0.0 - 162.122.255.255
3.202.10.90,16509,"AMAZON-02, US",,AT-88-Z
199.92.97.2,3356,"LEVEL3, US",,LVLT-ORG-199-92
86.30.85.251,5089,"NTL, GB",GB,VMCBBUK
15.165.19.108,16509,"AMAZON-02, US",,AMAZON-ICN
198.93.226.5,3356,"LEVEL3, US",,LVLT-ORG-198-92
103.88.11.39,NA,NA,CN,SINNET
144.181.41.118,NA,NA,NO,AKNET-5
112.53.172.114,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
55.133.6.120,721,"DNIC-ASBLK-00721-00726, US",,CONUS-RCAS
15.191.9.136,16509,"AMAZON-02, US",,AT-88-Z
71.163.129.129,701,"UUNET, US",,VIS-BLOCK
211.154.77.149,9812,"CNNIC-CN-COLNET Oriental Cable Network Co., Ltd., CN",CN,COLNET
221.90.8.144,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
107.171.119.146,63014,"MPEA-MCCORMICK-PLACE, US",,MCCORMICK-PLACE
199.37.166.231,NA,NA,,ATTW-102709124612
153.19.107.237,5550,"TASK-AS Gdansk University of Technology, PL",PL,PL-TASK
180.227.48.50,17858,"POWERVIS-AS-KR LG POWERCOMM, KR",KR,Xpeed-KR
133.94.240.176,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
215.165.180.137,749,"DNIC-AS-00749, US",,DNIC-NET-215
214.241.41.32,749,"DNIC-AS-00749, US",,DNIC-NET-214
213.122.251.79,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-CENTRAL-PLUS
72.175.229.207,33588,"BRESNAN-33588, US",,NET-CORE-BB-2
29.37.9.89,749,"DNIC-AS-00749, US",,DNIC-SNET-029
107.11.249.135,10796,"TWC-10796-MIDWEST, US",,ROAD-RUNNER-HOLDCO-LLC
109.255.132.13,6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",IE,VM-IE
173.65.98.96,NA,NA,,VIS-BLOCK
216.47.80.123,7835,"ABRAXIS, US",,DIALUPPOOL1
219.149.174.109,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",cn,sxjznas
198.190.40.49,NA,NA,,NETBLK-HOAG-HOSPITAL
215.29.254.234,749,"DNIC-AS-00749, US",,DNIC-NET-215
167.44.185.97,NA,NA,,CDAGOVN-B13
73.19.198.150,7922,"COMCAST-7922, US",,KNOXVILLE-CPE-6
194.134.72.153,16509,"AMAZON-02, US",,AMAZO-4
164.2.112.22,NA,NA,FR,AP-HOP-PARIS
132.155.192.49,NA,NA,FI,NESTE-NET
5.18.222.25,41733,"ZTELECOM-AS, RU",RU,INTERZET-NET2
175.248.41.174,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
146.154.64.105,270,"AS270, US",,JESNETX
21.186.211.82,749,"DNIC-AS-00749, US",,DNIC-SNET-021
101.217.205.171,NA,NA,IN,AIRCEL-IN
65.253.117.1,701,"UUNET, US",,UUNET65-2
218.206.119.224,56046,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,CMNET-jiangsu
121.133.139.128,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
130.134.165.191,270,"AS270, US",,DFRC-NET
196.221.234.82,24835,"RAYA-AS, EG",eg,
108.43.201.165,NA,NA,,VIS-BLOCK
56.202.37.16,NA,NA,,AMAZO-4
38.230.224.125,29571,"ORANGE-COTE-IVOIRE, CI",,ORANGE-COTE-DIVORE-CGNT-NET-4
128.84.0.120,26,"CORNELL, US",,CORNELL-NET
88.144.127.184,NA,NA,GB,SE-ORACLE-SE-20051118
162.35.26.97,NA,NA,,FMI
195.95.5.10,5432,"PROXIMUS-ISP-AS, BE",BE,BE-BELGACOM-970303
223.124.242.33,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
223.105.33.213,56046,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,CMNET
